kind,kwh_per_interval
charge,811.3320871456488
charge,827.5236638972641
charge,795.5934888274787
discharge,45.32213763926825
discharge,67.50952933049803
discharge,90.3663382430268
discharge,116.41823942640394
discharge,78.17453906088622
discharge,197.13519999999994
discharge,222.19624999999985
discharge,236.17623333333347
discharge,281.66668333333314
discharge,346.04624999999976
discharge,367.5974500000001
discharge,395.68516666666665
charge,778.3530736176193
charge,710.4023510779025
charge,702.2605816204808
charge,787.8409589690474
charge,51.831764833649345
charge,42.102548451255075
discharge,31.53716264160323
discharge,59.50782814218792
discharge,42.248194437574966
discharge,25.222710467285765
discharge,45.16340050755571
discharge,50.648307762921604
discharge,36.64018232215915
discharge,29.446971210897118
discharge,36.77718297871763
discharge,14.472103538610554
charge,15.689709021569342
discharge,16.57058357367373
discharge,33.298230547425646
discharge,7.664174150447138
charge,8.645313191443165
discharge,40.80244538520185
discharge,32.926400156175646
discharge,23.74900627643649
discharge,696.9533333333334
discharge,703.7154333333333
discharge,714.0810333333334
discharge,710.66
discharge,696.9931333333334
discharge,724.3773166666666
discharge,755.9849999999999
discharge,703.8615499999999
discharge,138.9836059458712
discharge,693.0166666666667
discharge,675.7297481573974
charge,21.794496712385012
charge,13.724552347325925
discharge,5.208852045017238
discharge,23.561577693348635
charge,765.2024650125354
charge,786.3636561949863
discharge,25.064313692688984
charge,718.0462540796137
charge,792.3543366270635
charge,819.2488338990397
charge,793.0938334371922
charge,810.9172857225151
charge,797.3666001294409
charge,813.2604831538234
charge,817.0893469966522
charge,833.3333333333333
charge,825.6301986602328
discharge,16.385293997505983
discharge,27.065110394365433
charge,0.10126364146810829
charge,23.658988276644436
charge,40.294619781772894
charge,50.206720186792836
discharge,2.016683211672216
charge,18.437705332741757
charge,62.53037911023671
charge,18.27658697613697
discharge,4.515427578308049
charge,34.60713830802604
charge,22.605783517238365
discharge,16.611140218228
discharge,28.802486881107257
discharge,6.334563864148777
charge,20.84808077149637
charge,23.665499185621798
charge,38.98810995419137
charge,53.42563572404322
charge,31.705917143359443
charge,23.232236937123844
charge,3.8074043981866907
discharge,11.263041798418385
discharge,10.67513303874125
charge,11.87798470109783
charge,29.465720846978456
charge,27.444437301528296
discharge,10.677380901225206
discharge,18.12914226369969
charge,30.926536458374585
charge,48.60740099358213
charge,58.40599848793863
charge,640.8247282252927
discharge,25.913691389105566
discharge,830.3351092286622
discharge,38.88657550238429
discharge,18.442268182360408
discharge,6.55364635237936
charge,13.119965251426152
charge,19.92208402776714
discharge,37.32076329856909
discharge,46.25864527189162
charge,42.75268274432392
charge,768.324307317528
discharge,44.79453244141416
discharge,831.4582712927808
discharge,803.311846347095
discharge,712.8622833333332
discharge,678.5304166666667
discharge,638.8511666666666
discharge,585.5699666666665
discharge,534.4449999999999
discharge,501.1057166666666
discharge,474.84916666666663
discharge,455.0120833333334
discharge,441.70316666666656
discharge,376.07769999999994
discharge,292.26
discharge,287.8674666666666
discharge,286.1563500000001
discharge,239.0808333333332
discharge,136.08975589293854
charge,715.0743625384199
charge,742.1816124774034
charge,763.2001869506137
charge,741.1588517611851
charge,671.0505283699335
charge,677.713892425309
charge,833.3333333333333
charge,833.3333333333333
charge,830.9813125197693
charge,831.1062087732398
charge,817.1273262464458
charge,830.3606694901562
charge,82.1963506622244
charge,82.59734075764754
charge,23.949204647600027
discharge,36.31954790731686
charge,17.925380066027856
discharge,82.04279999999994
discharge,158.68583333333333
discharge,183.75166666666644
discharge,228.8068833333332
discharge,292.08416666666653
discharge,295.53099999999984
discharge,321.28234999999995
charge,833.3333333333333
charge,833.3333333333333
charge,833.3333333333333
charge,169.86539720002406
charge,90.91527981991715
charge,34.17128645466505
charge,1.8287754938305625
charge,20.337142390068152
charge,43.11453483914556
charge,18.39309147758877
discharge,5.805326766617441
discharge,5.730594159759789
charge,9.472994654381637
charge,3.5294358240730617
discharge,12.78522769774122
discharge,10.995012395599474
discharge,3.0898364029226286
discharge,9.788256732215814
discharge,28.178455813183405
discharge,52.69246760674821
discharge,50.87148908659856
discharge,17.31135516771417
discharge,35.06115175189973
discharge,370.900217418831
discharge,702.9499999999999
discharge,716.2875666666666
discharge,727.4728499999999
discharge,716.5083333333333
discharge,713.56065
discharge,712.4080333333333
discharge,710.0949999999999
discharge,713.5870166666666
discharge,717.44265
discharge,712.3833333333333
discharge,687.3743720896473
charge,0.31882543163897026
charge,9.954603001648934
charge,1.7142627995316388
charge,7.4895178238461995
discharge,15.776539335899292
charge,25.636817367392837
charge,833.3333333333333
charge,833.2606230648696
charge,34.29691146426637
charge,789.7095265917926
charge,786.3116054180736
charge,773.161187768603
charge,775.9344129506659
charge,797.4449687751556
charge,773.7905464334201
charge,750.9190067259012
charge,754.6483284515785
charge,797.184998714422
charge,808.1625634069221
