date,time_start,price_yuan_per_kwh,forecast_net_kwh,actual_net_kwh,committed_plan_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,emergency_kwh,surplus_kwh
2025-07-24,15:40,0.7534,436.49769374999994,405.88635,475.32971874999987,69.44336874999989,0.0,8813.401673047965,8875.900704922966,0.0,0.0
2025-07-24,15:50,0.7823,429.3184395833333,482.2654,428.0995166666668,0.0,54.16588333333324,8875.900704922966,8815.716390108151,0.0,0.0
2025-07-24,16:00,0.8055,461.2664583333334,616.5525,499.6013541666667,0.0,116.95114583333336,8815.716390108151,8685.770672515559,0.0,0.0
2025-07-24,16:10,0.8271,558.41681875,624.81025,588.6178432291673,0.0,36.19240677083273,8685.770672515559,8645.556887214634,0.0,0.0
2025-07-24,16:20,0.8519,602.0041041666667,644.5593833333332,583.9013541666667,0.0,60.65802916666654,8645.556887214634,8578.15907702945,0.0,0.0
2025-07-24,16:30,0.8791,636.5995312499999,720.3712499999999,613.1148437500001,0.0,107.2564062499998,8578.15907702945,8458.985292307229,0.0,0.0
2025-07-24,16:40,0.9024,716.9769375000001,759.4732666666667,720.5475312499999,0.0,38.925735416666825,8458.985292307229,8415.734475177598,0.0,0.0
2025-07-24,16:50,0.9163,772.48995625,818.7135666666668,795.3639015625002,0.0,23.34966510416657,8415.734475177598,8389.790402839635,0.0,0.0
2025-07-24,17:00,0.9264,826.7429166666666,895.3879166666666,830.0980729166665,0.0,65.28984375000005,8389.790402839635,8317.246132006301,0.0,0.0
2025-07-24,17:10,0.9462,879.3650666666666,912.8668833333331,926.5485291666666,13.681645833333462,0.0,8317.246132006301,8329.5596132563,0.0,0.0
2025-07-24,17:20,0.9742,899.2619166666666,895.2140833333334,960.5563270833331,65.3422437499998,0.0,8329.5596132563,8388.3676326313,0.0,0.0
2025-07-24,17:30,0.9862,935.6294791666664,911.7566666666667,965.3057336676954,53.54906700102881,0.0,8388.3676326313,8436.561792932225,0.0,0.0
2025-07-24,17:40,0.976,1017.1324458333333,995.9990499999999,1060.1371541666665,64.13810416666664,0.0,8436.561792932225,8494.286086682225,0.0,0.0
2025-07-24,17:50,1.0742,935.2664229166667,972.5550833333332,1020.6971515162197,48.14206818288653,0.0,8494.286086682225,8537.613948046823,0.0,0.0
2025-07-24,18:00,1.2313,763.7265104166667,850.5433333333333,777.2598958333334,0.0,73.28343749999985,8537.613948046823,8456.187906380157,0.0,0.0
2025-07-24,18:10,1.2561,775.93265625,821.2139833333333,804.7436958333335,0.0,16.470287499999802,8456.187906380157,8437.887586935713,0.0,0.0
2025-07-24,18:20,1.2447,839.8061895833332,857.1332166666667,835.5989958333332,0.0,21.534220833333492,8437.887586935713,8413.960674898675,0.0,0.0
2025-07-24,18:30,1.2545,874.0776041666668,885.7366666666667,870.8916666666668,0.0,14.84499999999997,8413.960674898675,8397.46623045423,0.0,0.0
2025-07-24,18:40,1.2522,923.9069854166667,873.48465,946.6694333333334,73.18478333333334,0.0,8397.46623045423,8463.33253545423,0.0,0.0
2025-07-24,18:50,1.2881,950.7822895833333,890.3243833333333,952.7163791666667,62.39199583333336,0.0,8463.33253545423,8519.48533170423,0.0,0.0
2025-07-24,19:00,1.3466,943.0947916666667,940.1266666666667,244.1396874999998,0.0,695.9869791666669,8519.48533170423,7746.16646596349,0.0,0.0
2025-07-24,19:10,1.3523,970.8276145833333,957.7018833333333,254.8153270833334,0.0,702.8865562499999,7746.16646596349,6965.18140346349,0.0,0.0
2025-07-24,19:20,1.3445,978.8357500000001,968.0742166666666,393.03606932453675,0.0,575.03814734213,6965.18140346349,6326.2501286389015,0.0,0.0
2025-07-24,19:30,1.3483,951.0933333333332,973.475,247.46749999999997,0.0,726.0075,6326.2501286389015,5519.575128638901,0.0,0.0
